add another song to the cita romántica playlist.	AddToPlaylist music_itemOPEN song CLOSEmusic_item playlistOPEN cita romántica CLOSEplaylist
i'd like to eat at a restaurant in md with a party of 8	BookRestaurant restaurant_typeOPEN restaurant CLOSErestaurant_type stateOPEN md CLOSEstate party_size_numberOPEN 8 CLOSEparty_size_number
find a reservation for 2 at a restaurant for pizza	BookRestaurant party_size_numberOPEN 2 CLOSEparty_size_number restaurant_typeOPEN restaurant CLOSErestaurant_type served_dishOPEN pizza CLOSEserved_dish
i want to book a restaurant in bosnia and herzegovina .	BookRestaurant restaurant_typeOPEN restaurant CLOSErestaurant_type countryOPEN bosnia and herzegovina CLOSEcountry
need a booking for a party of five at a restaurant in french polynesia	BookRestaurant party_size_numberOPEN five CLOSEparty_size_number restaurant_typeOPEN restaurant CLOSErestaurant_type countryOPEN french polynesia CLOSEcountry
book reservation at the big chill cafe in ar for 10 people	BookRestaurant restaurant_nameOPEN the big chill cafe CLOSErestaurant_name stateOPEN ar CLOSEstate party_size_numberOPEN 10 CLOSEparty_size_number
make me reservations for a highly rated  restaurant .	BookRestaurant sortOPEN highly rated CLOSEsort restaurant_typeOPEN restaurant CLOSErestaurant_type
book a restaurant for my baby and i in delaware	BookRestaurant restaurant_typeOPEN restaurant CLOSErestaurant_type party_size_descriptionOPEN my baby and i CLOSEparty_size_description stateOPEN delaware CLOSEstate
book a table at the top-rated  taverna in north korea .	BookRestaurant sortOPEN top-rated CLOSEsort restaurant_typeOPEN taverna CLOSErestaurant_type countryOPEN north korea CLOSEcountry
book reservations at a restaurant in jersey for six people next october	BookRestaurant restaurant_typeOPEN restaurant CLOSErestaurant_type countryOPEN jersey CLOSEcountry party_size_numberOPEN six CLOSEparty_size_number timeRangeOPEN next october CLOSEtimeRange
book a cafe table for one that has internet access	BookRestaurant restaurant_typeOPEN cafe CLOSErestaurant_type party_size_numberOPEN one CLOSEparty_size_number facilityOPEN internet CLOSEfacility
i'd like to eat at a restaurant  far from grantsburg	BookRestaurant restaurant_typeOPEN restaurant CLOSErestaurant_type spatial_relationOPEN far CLOSEspatial_relation cityOPEN grantsburg CLOSEcity
book a table at a tavern in albania for annette, darlene and barbara james for ten am	BookRestaurant restaurant_typeOPEN tavern CLOSErestaurant_type countryOPEN albania CLOSEcountry party_size_descriptionOPEN annette, darlene and barbara james CLOSEparty_size_description timeRangeOPEN ten am CLOSEtimeRange
book a restaurant in swaziland  in 1 hour .	BookRestaurant restaurant_typeOPEN restaurant CLOSErestaurant_type countryOPEN swaziland CLOSEcountry timeRangeOPEN in 1 hour CLOSEtimeRange
book me a reservation for an osteria  campanian on jun. the 7th, 2022	BookRestaurant restaurant_typeOPEN osteria CLOSErestaurant_type cuisineOPEN campanian CLOSEcuisine timeRangeOPEN jun. the 7th, 2022 CLOSEtimeRange
book a reservation for me and my step sister in nebraska  in two seconds	BookRestaurant party_size_descriptionOPEN me and my step sister CLOSEparty_size_description stateOPEN nebraska CLOSEstate timeRangeOPEN in two seconds CLOSEtimeRange
book the coon chicken inn in baker city for 4 people.	BookRestaurant restaurant_nameOPEN coon chicken inn CLOSErestaurant_name cityOPEN baker city CLOSEcity party_size_numberOPEN 4 CLOSEparty_size_number
book a restaurant in french southern territories on dec. the fifth, 2026 for two	BookRestaurant restaurant_typeOPEN restaurant CLOSErestaurant_type countryOPEN french southern territories CLOSEcountry timeRangeOPEN dec. the fifth, 2026 CLOSEtimeRange party_size_numberOPEN two CLOSEparty_size_number
book me a reservation for 10 in oman	BookRestaurant party_size_numberOPEN 10 CLOSEparty_size_number countryOPEN oman CLOSEcountry
book a restaurant for nine in south sudan .	BookRestaurant restaurant_typeOPEN restaurant CLOSErestaurant_type party_size_numberOPEN nine CLOSEparty_size_number countryOPEN south sudan CLOSEcountry
book reservations at a restaurant in iron springs	BookRestaurant restaurant_typeOPEN restaurant CLOSErestaurant_type cityOPEN iron springs CLOSEcity
please make me reservations somewhere for eight people in foley , nv	BookRestaurant party_size_numberOPEN eight CLOSEparty_size_number cityOPEN foley CLOSEcity stateOPEN nv CLOSEstate
table for 5 am . at baker’s keyboard lounge	BookRestaurant timeRangeOPEN 5 am CLOSEtimeRange restaurant_nameOPEN baker’s keyboard lounge CLOSErestaurant_name
i want to eat mezes at the pub for 1 at four pm	BookRestaurant served_dishOPEN mezes CLOSEserved_dish restaurant_typeOPEN pub CLOSErestaurant_type party_size_numberOPEN 1 CLOSEparty_size_number timeRangeOPEN four pm CLOSEtimeRange
i'm looking for a table of eight at the alley .	BookRestaurant party_size_numberOPEN eight CLOSEparty_size_number restaurant_nameOPEN the alley CLOSErestaurant_name
i need a table for five in viroqua	BookRestaurant party_size_numberOPEN five CLOSEparty_size_number cityOPEN viroqua CLOSEcity
book a russian  restaurant for 4 people.	BookRestaurant cuisineOPEN russian CLOSEcuisine restaurant_typeOPEN restaurant CLOSErestaurant_type party_size_numberOPEN 4 CLOSEparty_size_number
book a bakery that serves souvlaki for tomorrow .	BookRestaurant restaurant_typeOPEN bakery CLOSErestaurant_type served_dishOPEN souvlaki CLOSEserved_dish timeRangeOPEN tomorrow CLOSEtimeRange
find me a table at a javanese  brasserie	BookRestaurant cuisineOPEN javanese CLOSEcuisine restaurant_typeOPEN brasserie CLOSErestaurant_type
we want to eat at a brasserie with sicilian food in nebraska	BookRestaurant restaurant_typeOPEN brasserie CLOSErestaurant_type cuisineOPEN sicilian CLOSEcuisine stateOPEN nebraska CLOSEstate
book a table for now for 4 for an oyster bar	BookRestaurant timeRangeOPEN now CLOSEtimeRange party_size_numberOPEN 4 CLOSEparty_size_number restaurant_typeOPEN oyster bar CLOSErestaurant_type
i need a table for 2 on feb. 18 at main deli steak house	BookRestaurant party_size_numberOPEN 2 CLOSEparty_size_number timeRangeOPEN feb. 18 CLOSEtimeRange restaurant_nameOPEN main deli steak house CLOSErestaurant_name
i'd like to get 4 seats at a restaurant .	BookRestaurant party_size_numberOPEN 4 CLOSEparty_size_number restaurant_typeOPEN restaurant CLOSErestaurant_type
asiate  restaurant in sturgeon for 7	BookRestaurant restaurant_nameOPEN asiate CLOSErestaurant_name restaurant_typeOPEN restaurant CLOSErestaurant_type cityOPEN sturgeon CLOSEcity party_size_numberOPEN 7 CLOSEparty_size_number
restaurant in zambia that is close for a party of 10	BookRestaurant restaurant_typeOPEN restaurant CLOSErestaurant_type countryOPEN zambia CLOSEcountry spatial_relationOPEN close CLOSEspatial_relation party_size_numberOPEN 10 CLOSEparty_size_number
 restaurant that is brasserie for 8 and has wifi	BookRestaurant restaurant_typeOPEN restaurant CLOSErestaurant_type restaurant_typeOPEN brasserie CLOSErestaurant_type party_size_numberOPEN 8 CLOSEparty_size_number facilityOPEN wifi CLOSEfacility
i want eat at the best  spanish  restaurant in the georgia  area that is within walking distance for me and my nephew at noon	BookRestaurant sortOPEN best CLOSEsort cuisineOPEN spanish CLOSEcuisine restaurant_typeOPEN restaurant CLOSErestaurant_type stateOPEN georgia CLOSEstate spatial_relationOPEN area CLOSEspatial_relation spatial_relationOPEN within walking distance CLOSEspatial_relation party_size_descriptionOPEN me and my nephew CLOSEparty_size_description timeRangeOPEN noon CLOSEtimeRange
book rosalie stewart and evelyn at a restaurant	BookRestaurant party_size_descriptionOPEN rosalie stewart and evelyn CLOSEparty_size_description restaurant_typeOPEN restaurant CLOSErestaurant_type
book a table for 0 pm in fayette for rachael morris and shannon  near there	BookRestaurant timeRangeOPEN 0 pm CLOSEtimeRange cityOPEN fayette CLOSEcity party_size_descriptionOPEN rachael morris and shannon CLOSEparty_size_description spatial_relationOPEN near CLOSEspatial_relation
i need a table for one	BookRestaurant party_size_numberOPEN one CLOSEparty_size_number
book a spot for nona gray, myrtle and alison at a top-rated  brasserie that is distant from wilson av on nov. the 4th, 2030 that serves ouzeri	BookRestaurant party_size_descriptionOPEN nona gray, myrtle and alison CLOSEparty_size_description sortOPEN top-rated CLOSEsort restaurant_typeOPEN brasserie CLOSErestaurant_type spatial_relationOPEN distant CLOSEspatial_relation poiOPEN wilson av CLOSEpoi timeRangeOPEN nov. the 4th, 2030 CLOSEtimeRange cuisineOPEN ouzeri CLOSEcuisine
book the ballylickey house for 7/16/2027 .	BookRestaurant restaurant_nameOPEN ballylickey house CLOSErestaurant_name timeRangeOPEN 7/16/2027 CLOSEtimeRange
book an outdoor place for 11/1/2033  in town  within walking distance of a brasserie for nine	BookRestaurant facilityOPEN outdoor CLOSEfacility timeRangeOPEN 11/1/2033 CLOSEtimeRange poiOPEN in town CLOSEpoi spatial_relationOPEN within walking distance CLOSEspatial_relation restaurant_typeOPEN brasserie CLOSErestaurant_type party_size_numberOPEN nine CLOSEparty_size_number
i need a reservation for a restaurant that serves cupcakes in oh	BookRestaurant restaurant_typeOPEN restaurant CLOSErestaurant_type served_dishOPEN cupcakes CLOSEserved_dish stateOPEN oh CLOSEstate
i'd like a table for 3 at a tavern in the vatican	BookRestaurant party_size_numberOPEN 3 CLOSEparty_size_number restaurant_typeOPEN tavern CLOSErestaurant_type countryOPEN vatican CLOSEcountry
i want a table for 5  next fall om curacao	BookRestaurant party_size_numberOPEN 5 CLOSEparty_size_number timeRangeOPEN next fall CLOSEtimeRange countryOPEN curacao CLOSEcountry
book a table at a restaurant for 10/24/2028 for me and lauren	BookRestaurant restaurant_typeOPEN restaurant CLOSErestaurant_type timeRangeOPEN 10/24/2028 CLOSEtimeRange party_size_descriptionOPEN me and lauren CLOSEparty_size_description
need a table at uncommon grounds coffeehouse at eleven for nine	BookRestaurant restaurant_nameOPEN uncommon grounds coffeehouse CLOSErestaurant_name timeRangeOPEN eleven CLOSEtimeRange party_size_numberOPEN nine CLOSEparty_size_number
i need a reservation for the french laundry in oh for six	BookRestaurant restaurant_nameOPEN the french laundry CLOSErestaurant_name stateOPEN oh CLOSEstate party_size_numberOPEN six CLOSEparty_size_number
i'd like a table for two at a brasserie in são tomé and príncipe	BookRestaurant party_size_numberOPEN two CLOSEparty_size_number restaurant_typeOPEN brasserie CLOSErestaurant_type countryOPEN são tomé and príncipe CLOSEcountry
reservea table for five people on september second in gabon .	BookRestaurant party_size_numberOPEN five CLOSEparty_size_number timeRangeOPEN september second CLOSEtimeRange countryOPEN gabon CLOSEcountry
book reservations at a nearby  restaurant in montenegro for four people	BookRestaurant spatial_relationOPEN nearby CLOSEspatial_relation restaurant_typeOPEN restaurant CLOSErestaurant_type countryOPEN montenegro CLOSEcountry party_size_numberOPEN four CLOSEparty_size_number
book me a reservation for the brazen head in hecker	BookRestaurant restaurant_nameOPEN the brazen head CLOSErestaurant_name cityOPEN hecker CLOSEcity
book a molecular gastronomy serving restaurant on march the 20th	BookRestaurant served_dishOPEN molecular gastronomy CLOSEserved_dish restaurant_typeOPEN restaurant CLOSErestaurant_type timeRangeOPEN march the 20th CLOSEtimeRange
book a spot for seven at a japanese  joint in grandview heights	BookRestaurant party_size_numberOPEN seven CLOSEparty_size_number cuisineOPEN japanese CLOSEcuisine restaurant_typeOPEN joint CLOSErestaurant_type cityOPEN grandview heights CLOSEcity
book me a tibetan  restaurant for my boss and i .	BookRestaurant cuisineOPEN tibetan CLOSEcuisine restaurant_typeOPEN restaurant CLOSErestaurant_type party_size_descriptionOPEN my boss and i CLOSEparty_size_description
book a bar  close by with a smoking room in ma	BookRestaurant restaurant_typeOPEN bar CLOSErestaurant_type spatial_relationOPEN close by CLOSEspatial_relation facilityOPEN smoking room CLOSEfacility stateOPEN ma CLOSEstate
can you make reservations for 1 person in il	BookRestaurant party_size_numberOPEN 1 CLOSEparty_size_number stateOPEN il CLOSEstate
book the dunbrody country house hotel in ne for 8 people.	BookRestaurant restaurant_nameOPEN dunbrody country house hotel CLOSErestaurant_name stateOPEN ne CLOSEstate party_size_numberOPEN 8 CLOSEparty_size_number
find a table for one at a popular  churrascaria for three weeks from now	BookRestaurant party_size_numberOPEN one CLOSEparty_size_number sortOPEN popular CLOSEsort restaurant_typeOPEN churrascaria CLOSErestaurant_type timeRangeOPEN three weeks from now CLOSEtimeRange
make me a reservation at illinois central railroad freight depot in singapore with vickie rodriguez, lila reyes and ruby	BookRestaurant restaurant_nameOPEN illinois central railroad freight depot CLOSErestaurant_name countryOPEN singapore CLOSEcountry party_size_descriptionOPEN vickie rodriguez, lila reyes and ruby CLOSEparty_size_description
i'd like a table for natasha, bettye and kimberley at a coffeehouse with a smoking room	BookRestaurant party_size_descriptionOPEN natasha, bettye and kimberley CLOSEparty_size_description restaurant_typeOPEN coffeehouse CLOSErestaurant_type facilityOPEN smoking room CLOSEfacility
book tortano serving brasserie for me, isabella and carly in kuwait	BookRestaurant served_dishOPEN tortano CLOSEserved_dish restaurant_typeOPEN brasserie CLOSErestaurant_type party_size_descriptionOPEN me, isabella and carly CLOSEparty_size_description countryOPEN kuwait CLOSEcountry
book me a table for 2  in 6 years at a restaurant that serves potée	BookRestaurant party_size_numberOPEN 2 CLOSEparty_size_number timeRangeOPEN in 6 years CLOSEtimeRange restaurant_typeOPEN restaurant CLOSErestaurant_type served_dishOPEN potée CLOSEserved_dish
make a reservation far away at the spotted pig in sd .	BookRestaurant spatial_relationOPEN far CLOSEspatial_relation restaurant_nameOPEN the spotted pig CLOSErestaurant_name stateOPEN sd CLOSEstate
i want to go to an outdoor  cafe in pioneer day	BookRestaurant facilityOPEN outdoor CLOSEfacility restaurant_typeOPEN cafe CLOSErestaurant_type timeRangeOPEN pioneer day CLOSEtimeRange
i want to book a table for me and my boss at glassy junction in turkey .	BookRestaurant party_size_descriptionOPEN me and my boss CLOSEparty_size_description restaurant_nameOPEN glassy junction CLOSErestaurant_name countryOPEN turkey CLOSEcountry
i need to book a pub in cammack village  wyoming for a party of seven	BookRestaurant restaurant_typeOPEN pub CLOSErestaurant_type cityOPEN cammack village CLOSEcity stateOPEN wyoming CLOSEstate party_size_numberOPEN seven CLOSEparty_size_number
book something for darlene, tessa and maxine at a restaurant for 09:58:27	BookRestaurant party_size_descriptionOPEN darlene, tessa and maxine CLOSEparty_size_description restaurant_typeOPEN restaurant CLOSErestaurant_type timeRangeOPEN 09:58:27 CLOSEtimeRange
